user_name,user_loc,comment_text
Royal Malarkey, Somewhere,He was impatient tired and grey looking all day. Not a smile from him all day. he couldn't even trim and tidy his hair and trim all the hair over the back of his neck. He looked like a try hard playing an important role. 
maggot, Brighton,"No he wasn't, he was solemn, reflective and emotional.  I bet his mother was in his mind a great deal of the time.  He is still in the early days of grieving and it showed.  "
No_ennui4me, unfortunate Californian,I disagree. I didn't see them looking weary... I think Charles has waited & prepared for so long  that he is game on.
Lesley Lesley, Toronto,"He's always had that look. His mother should have done the right thing and stepped down when she was 65 or 70 and let him take over. The way it is now, he's got only about 15 years. She should have stepped down."
Jimmy, Liverpool,Absolutely love Princess Ann. William to me is the true King. His daughter is the model of our late Queen.  
Jemima1, Dundee,"Hope so, William and Catherine will make fantastic King and Queen. "
Farmgal4, Somewhere,"I totally agree; he does look spent.  My mother says that nothing destroys a parent like losing a child and for all intents and purposes, Charles has lost a child.  And it shows."
pammy, Greenville-SC,"What rubbish! Its not as if hes been sitting around and suddenly has these duties. Check is calendar of engagementshes always made countless appearances, as well as taking on several more as the Queen cut back her schedule. Hes had to deal with the draining daily missives from Harry as well. Not easy to be King as your family breaks down."
Sorcha7, Boston,Thank you for articulating what many think. Sadly Charles looks old tired and not regal. We need vigor of William and Kate not two pensioners
Queen of Funk, Here and There,"A lifetime of living in the lap of luxury, being bowed and curtsied to, amazing palaces and trips, to them only do the main job for 6 years? Sign me up for that job"
A1historian, Edinburgh,"The line-up on the palace balcony just served to underline how elderly the so-called ""working royals"" all are. Most are in their 70s and 80s, while Prince Edward will be 60 next year. That really leaves the Prince and Princess of Wales very exposed, as there are no other , younger members of the royal family lined up to support them.  Prince Harry's ship has well and truly sailed.  King Charles may not like it, but before long he will surely need to start calling on Princesses Beatrice and Eugenie, both of whom carry out charity work independently, and possibly Lady Louise Windsor to step into the breach.  Either that or  we will have to get used to seeing very little of the royals in future years - not a good omen for the King, for , as his mother famously said, she had to be ""seen to be believed"", and so will he."
Rene, New Jersey,His heart is broken over Harry.  I'm sure he was looking forward to sharing this moment with both his sons.  Shame...
capt. willard, siem reap,But America elects geriatrics 
David_from_San_Diego, San_Diego_California_USA,"I don't think he will ever give it up.  Nor do I think he will ever stop involving himself in divisive political and cultural issues.  It's very sad, because William and Kate would breathe new life into the Monarchy.  By the time William gets his chance, more Commonwealth countries will be republics, with their own heads of state.  It's so sad to see this happening."
NicolaWilliams, London,"13, not 6. 13 years."
Drew Doughty, Los Angeles,England is the only set of Royals who uses their power to downgrade their choice of spouse
Anavrick, Bikini Top,Six years is too much.
Lifebeginsnow, Essington,"I think most of the senior royals looked very strained on coronation day, including William, Catherine and Sophie. I think they'd have a lot of rehearsals and other engagements in the run up to the coronation and the stress of worrying about whether it would all go to plan, showed on most of them.
"
maggot, Brighton,"Yes, it should have been a joyous occasion but it was filled with worry over what grenades may be thrown by the Montecito pair.  Luckily none, but they still attempted to fill the media with themselves to divert attention. "
Tynebridge55, Garden grove,He can designate as much work as he wants but as long as he's alive he's the king.
Angus MacFarlane, Aberdeen,"He became heir to the throne at the age of 4, he said. He has been the longest serving and oldest Prince Of Wales in history. It is his duty to be King. What sort of example would he be setting, if he were to abdicate?"
Duchess of Ekhaya, Pasture ESTATES,Six years for Harried to mend fences with his brother....or he will pay another 28 hour visit to London at coronation of his brother.  This time he will stand by the palace gates and then leave to take Archie to play school or something 
Reader42, killed by Death,He could barely hold the staffs. He looked irritated and worn
mariebattis, Syracuse USA,"The Crown is for life, and he's waited a long time for it.  No way he will give it up."
TJ, San Antonio,"""As William performed his duties to perfection and his wife looked every inch a Queen-in-waiting, I couldn't help wondering how long it will be before the next Coronation. Might Charles, at the age of 74 and Camilla, 76 in July, decide in the not-too-distant future to pass the sword, the orb and the crown to his son?""  I think not.  I think there is such a thing, just a notion, mind you, called a schedule of events for every day that includes public appearances, paperwork, greeting foreign visitors, et al.  I think be a stickler for being on time is not a sign of anything but being a sticker for being on time.  Unless there is mental or physical decline, the same provisions as for the late HMTQ are in place and it may be time to rethink the number of public appearances all year for the RF anyway.  If you think this has not already been discussed inside the Monarchy, you live in your own little world."
